"Dominio","Servidor","IP","Sistema_Operativo","Version_Sistema_Operativo","Fecha_Instalacion","KBs_Instaladas","Fecha_Reinicio","Running_Time","Descripcion_Error"
"petersen.corp","BSCSONPRTG02T","10.50.97.73","Microsoft Windows Server 2019 Standard","10.0.17763.7671 (WinBuild.160101.0800)","09/06/2026","Ninguna/No detectada","09/06/2026 19:57","32:32:42","N/A"
"petersen.corp","BSFDEBMEDIADB01T","172.30.211.97","Microsoft Windows Server 2022 Standard","10.0.20348.4050 (WinBuild.160101.0800)","09/05/2026","Ninguna/No detectada","09/05/2026 00:25","795:05:07","N/A"
"N/A","BSFDEBMEDIAPP01T","N/A","N/A","N/A","N/A","Ninguna/No detectada","N/A","N/A","No hay conectividad WinRM ni acceso administrativo a \\BSFDEBMEDIAPP01T\C$"
"petersen.corp","BSFINSTBFF01T","172.30.82.95","Microsoft Windows Server 2019 Standard","10.0.17763.7671 (WinBuild.160101.0800)","09/05/2026","Ninguna/No detectada","17/04/2026 01:49","1322:41:22","N/A"
"petersen.corp","BSFOCEMS01T","172.30.82.71","Microsoft Windows Server 2019 Standard","10.0.17763.7671 (WinBuild.160101.0800)","13/05/2026","Ninguna/No detectada","19/04/2026 02:44","1273:45:55","N/A"
"petersen.corp","BSFOMNISQL01T","172.30.82.90","Microsoft Windows Server 2016 Standard","10.0.14393.8330 (rs1_release.250801-1749)","10/06/2026","Ninguna/No detectada","10/06/2026 04:13","23:17:26","N/A"
"petersen.corp","BSFPWRCRVDAS01T","172.30.82.68","Microsoft Windows Server 2019 Standard","10.0.17763.7671 (WinBuild.160101.0800)","09/06/2026","Ninguna/No detectada","09/06/2026 17:28","34:02:09","N/A"
"petersen.corp","BSFSBALSQL01T","172.30.82.74","Microsoft Windows Server 2019 Standard","10.0.17763.7671 (WinBuild.160101.0800)","10/06/2026","Ninguna/No detectada","10/06/2026 02:58","25:33:12","N/A"
"N/A","BSJABSRUNUAT","N/A","N/A","N/A","N/A","Ninguna/No detectada","N/A","N/A","No hay conectividad WinRM ni acceso administrativo a \\BSJABSRUNUAT\C$"
"petersen.corp","BSJINSTBFF01T","172.30.92.95","Microsoft Windows Server 2019 Standard","10.0.17763.7671 (WinBuild.160101.0800)","10/06/2026","Ninguna/No detectada","10/06/2026 17:20","10:10:54","N/A"
"petersen.corp","BSJINSTWEB01T","10.50.92.95","Microsoft Windows Server 2019 Standard","10.0.17763.7671 (WinBuild.160101.0800)","15/04/2026","Ninguna/No detectada","17/04/2026 01:48","1322:43:27","N/A"
"petersen.corp","BSJINSTWEB02T","10.50.92.98","Microsoft Windows Server 2019 Standard","10.0.17763.7671 (WinBuild.160101.0800)","10/06/2026","Ninguna/No detectada","10/06/2026 03:55","24:36:37","N/A"
"petersen.corp","BSJMCESIS01T","172.30.211.220","Microsoft Windows Server 2022 Standard","10.0.20348.1 (WinBuild.160101.0800)","16/01/2026","Ninguna/No detectada","19/04/2026 00:38","1275:52:52","N/A"
"petersen.corp","BSJOMNIFS01T","172.30.92.85","Microsoft Windows Server 2019 Standard","10.0.17763.7671 (WinBuild.160101.0800)","09/06/2026","Ninguna/No detectada","09/06/2026 17:31","34:59:58","N/A"
"petersen.corp","BSJONBOARDMS02T","172.30.92.181","Microsoft Windows Server 2019 Standard","10.0.17763.7671 (WinBuild.160101.0800)","19/04/2026","Ninguna/No detectada","19/04/2026 02:46","1273:45:39","N/A"
"petersen.corp","BSJPWRCRVDAS01T","172.30.92.68","Microsoft Windows Server 2019 Standard","10.0.17763.7671 (WinBuild.160101.0800)","09/06/2026","Ninguna/No detectada","09/06/2026 17:18","34:13:28","N/A"
"petersen.corp","CLOUDERAAPI01T","10.50.211.81","Microsoft Windows Server 2019 Standard","10.0.17763.7671 (WinBuild.160101.0800)","09/05/2026","Ninguna/No detectada","09/05/2026 00:01","796:31:01","N/A"
"petersen.corp","CLOUDERAMS01T","172.30.211.78","Microsoft Windows Server 2019 Standard","10.0.17763.7671 (WinBuild.160101.0800)","07/05/2026","Ninguna/No detectada","07/05/2026 17:30","826:01:53","N/A"
"petersen.corp","SRVCOMANAG01T","172.30.211.45","Microsoft Windows Server 2022 Standard","10.0.20348.4050 (WinBuild.160101.0800)","18/08/2025","Ninguna/No detectada","18/08/2025 13:48","7118:43:34","N/A"
"petersen.corp","SRVCOMFRON01T","10.50.211.140","Microsoft Windows Server 2022 Standard","10.0.20348.4050 (WinBuild.160101.0800)","18/08/2025","Ninguna/No detectada","11/10/2025 15:09","5820:22:43","N/A"
"petersen.corp","SRVDBACADGDD01T","172.30.212.149","Microsoft Windows Server 2019 Standard","10.0.17763.7671 (WinBuild.160101.0800)","09/05/2026","Ninguna/No detectada","09/05/2026 00:03","795:29:27","N/A"
"petersen.corp","SRVDOCDIN01T","172.30.212.189","Microsoft Windows Server 2019 Standard","10.0.17763.7671 (WinBuild.160101.0800)","17/01/2026","Ninguna/No detectada","18/04/2026 02:50","1297:42:10","N/A"
"petersen.corp","SRVEAE01T","172.30.17.91","Microsoft Windows Server 2016 Standard","10.0.14393.8330 (rs1_release.250801-1749)","16/05/2026","Ninguna/No detectada","16/04/2026 01:40","1346:52:22","N/A"
"petersen.corp","SRVINTEG02T","172.30.82.82","Microsoft Windows Server 2022 Standard","10.0.20348.1 (WinBuild.160101.0800)","07/10/2022","Ninguna/No detectada","09/12/2025 12:05","4408:27:57","N/A"
"petersen.corp","SRVINVSD02T","172.30.211.100","Microsoft Windows Server 2019 Standard","10.0.17763.7671 (WinBuild.160101.0800)","09/05/2026","Ninguna/No detectada","08/05/2026 23:50","796:42:58","N/A"
"petersen.corp","SRVMERCAPDB01T","172.30.16.70","Microsoft Windows Server 2019 Standard","10.0.17763.7671 (WinBuild.160101.0800)","19/04/2026","Ninguna/No detectada","19/04/2026 03:00","1273:33:08","N/A"
"petersen.corp","SRVPACORESQL01T","172.30.211.161","Microsoft Windows Server 2022 Standard","10.0.20348.1 (WinBuild.160101.0800)","07/10/2022","Ninguna/No detectada","29/09/2025 18:31","6105:02:09","N/A"
"petersen.corp","SRVPWCDASCIT","172.30.211.211","Microsoft Windows Server 2022 Standard","10.0.20348.4050 (WinBuild.160101.0800)","16/05/2026","Ninguna/No detectada","30/04/2026 00:22","1011:10:28","N/A"
"petersen.corp","SRVPWCSYSCIT","172.30.211.213","Microsoft Windows Server 2022 Standard","10.0.20348.4050 (WinBuild.160101.0800)","16/05/2026","Ninguna/No detectada","09/05/2026 00:37","795:56:00","N/A"
"petersen.corp","SRVPWRCRVDAS01T","172.30.211.105","Microsoft Windows Server 2019 Standard","10.0.17763.7671 (WinBuild.160101.0800)","10/12/2025","Ninguna/No detectada","15/04/2026 01:44","1370:49:14","N/A"
"petersen.corp","SRVSELENI02T","172.30.211.55","Microsoft Windows Server 2019 Standard","10.0.17763.7671 (WinBuild.160101.0800)","08/05/2026","Ninguna/No detectada","08/05/2026 17:18","802:14:56","N/A"
"petersen.corp","SRVSQLTYS03T","172.30.16.181","Microsoft Windows Server 2019 Standard","10.0.17763.7671 (WinBuild.160101.0800)","15/04/2026","Ninguna/No detectada","19/04/2026 00:38","1275:54:48","N/A"
