"Dominio","Servidor","IP","Sistema_Operativo","Version_Sistema_Operativo","Fecha_Instalacion","KBs_Instaladas","Fecha_Reinicio","Running_Time","Descripcion_Error"
"petersen.corp","BSFINSTWEB01T","10.50.82.95","Microsoft Windows Server 2019 Standard","10.0.17763.7671 (WinBuild.160101.0800)","09/06/2026","Ninguna/No detectada","09/06/2026 17:22","58:08:11","N/A"
"petersen.corp","BSFMCISIS01T","172.30.211.170","Microsoft Windows Server 2022 Standard","10.0.20348.4050 (WinBuild.160101.0800)","16/05/2026","Ninguna/No detectada","15/05/2026 23:53","652:36:57","N/A"
"petersen.corp","BSFONBOARDDB01T","172.30.82.183","Microsoft Windows Server 2019 Standard","10.0.17763.7671 (WinBuild.160101.0800)","19/04/2026","Ninguna/No detectada","19/04/2026 02:46","1297:44:24","N/A"
"petersen.corp","BSFPWRCRVDA01T","172.30.82.69","Microsoft Windows Server 2019 Standard","10.0.17763.7671 (WinBuild.160101.0800)","10/06/2026","Ninguna/No detectada","10/06/2026 17:21","34:09:09","N/A"
"petersen.corp","BSFSONPRTG01T","172.30.82.73","Microsoft Windows Server 2019 Standard","10.0.17763.7671 (WinBuild.160101.0800)","09/06/2026","Ninguna/No detectada","09/06/2026 18:49","57:42:02","N/A"
"petersen.corp","BSFVUFADB01T","172.30.82.185","Microsoft Windows Server 2019 Standard","10.0.17763.7671 (WinBuild.160101.0800)","10/06/2026","Ninguna/No detectada","10/06/2026 01:57","50:33:55","N/A"
"petersen.corp","BSJAPIWSO2T","172.30.92.188","Microsoft Windows Server 2022 Standard","10.0.20348.4050 (WinBuild.160101.0800)","17/04/2026","Ninguna/No detectada","17/04/2026 01:44","1346:46:41","N/A"
"petersen.corp","BSJMCISIS01T","172.30.211.172","Microsoft Windows Server 2022 Standard","10.0.20348.1 (WinBuild.160101.0800)","13/03/2026","Ninguna/No detectada","19/04/2026 00:38","1299:53:06","N/A"
"petersen.corp","BSJOCEAPI01T","172.30.92.70","Microsoft Windows Server 2019 Standard","10.0.17763.7671 (WinBuild.160101.0800)","16/05/2026","Ninguna/No detectada","15/05/2026 23:59","652:31:53","N/A"
"petersen.corp","BSJOMNIRATL02T","172.30.92.88","Microsoft Windows Server 2019 Standard","10.0.17763.7671 (WinBuild.160101.0800)","10/06/2026","Ninguna/No detectada","10/06/2026 17:27","34:04:28","N/A"
"petersen.corp","BSJOMNIWS02T","172.30.92.81","Microsoft Windows Server 2019 Standard","10.0.17763.7671 (WinBuild.160101.0800)","16/04/2026","Ninguna/No detectada","16/04/2026 02:44","1369:47:39","N/A"
"petersen.corp","BSJONBOARDMS03T","172.30.92.76","Microsoft Windows Server 2019 Standard","10.0.17763.7671 (WinBuild.160101.0800)","21/08/2025","Ninguna/No detectada","14/10/2025 00:01","5788:30:21","N/A"
"N/A","BSJSIBLINKUAT","N/A","N/A","N/A","N/A","Ninguna/No detectada","N/A","N/A","No hay conectividad WinRM ni acceso administrativo a \\BSJSIBLINKUAT\C$"
"petersen.corp","CLOUDERADB01T","172.30.211.79","Microsoft Windows Server 2019 Standard","10.0.17763.7671 (WinBuild.160101.0800)","09/05/2026","Ninguna/No detectada","08/05/2026 23:51","820:40:15","N/A"
"petersen.corp","PTCDMZ01T","10.50.211.90","Microsoft Windows Server 2016 Standard","10.0.14393.8330 (rs1_release.250801-1749)","16/05/2026","Ninguna/No detectada","16/12/2025 23:13","4252:18:52","N/A"
"petersen.corp","PWCCE-DAS-01T","172.30.211.216","Microsoft Windows Server 2022 Standard","10.0.20348.4050 (WinBuild.160101.0800)","09/05/2026","Ninguna/No detectada","09/05/2026 01:04","818:28:13","N/A"
"petersen.corp","SRVCOMBACK01T","172.30.211.140","Microsoft Windows Server 2022 Standard","10.0.20348.4050 (WinBuild.160101.0800)","18/08/2025","Ninguna/No detectada","19/04/2026 00:38","1299:53:52","N/A"
"petersen.corp","SRVDB01T","172.30.210.85","Microsoft Windows Server 2016 Standard","10.0.14393.0 (rs1_release.160715-1616)","19/08/2025","Ninguna/No detectada","14/05/2025 18:10","9441:22:04","N/A"
"N/A","SRVEFLOWTWEB01T","N/A","N/A","N/A","N/A","Ninguna/No detectada","N/A","N/A","No hay conectividad WinRM ni acceso administrativo a \\SRVEFLOWTWEB01T\C$"
"petersen.corp","SRVHELIX01T","172.30.211.8","Microsoft Windows Server 2022 Standard","10.0.20348.4050 (WinBuild.160101.0800)","29/08/2025","Ninguna/No detectada","26/12/2025 12:12","4023:20:16","N/A"
"petersen.corp","SRVIIS02T","172.30.16.180","Microsoft Windows Server 2016 Standard","10.0.14393.8330 (rs1_release.250801-1749)","14/05/2026","Ninguna/No detectada","14/05/2026 04:19","695:13:50","N/A"
"petersen.corp","SRVNUCLEUS01T","10.50.211.42","Microsoft Windows Server 2016 Standard","10.0.14393.8330 (rs1_release.250801-1749)","10/12/2025","Ninguna/No detectada","19/04/2026 00:39","1299:53:52","N/A"
"petersen.corp","SRVOCRBAL01T","172.30.211.36","Microsoft Windows Server 2019 Standard","10.0.17763.7671 (WinBuild.160101.0800)","16/05/2026","Ninguna/No detectada","15/05/2026 23:56","652:37:30","N/A"
"petersen.corp","SRVOMNITOSCA01T","172.30.211.57","Microsoft Windows Server 2019 Standard","10.0.17763.7671 (WinBuild.160101.0800)","16/05/2026","Ninguna/No detectada","15/05/2026 23:50","652:43:00","N/A"
"petersen.corp","SRVPWCESQLCI2T","172.30.211.222","Microsoft Windows Server 2022 Standard","10.0.20348.4050 (WinBuild.160101.0800)","16/05/2026","Ninguna/No detectada","15/05/2026 23:43","652:50:20","N/A"
"N/A","SRVPWCSDSCI2T","N/A","N/A","N/A","N/A","Ninguna/No detectada","N/A","N/A","No hay conectividad WinRM ni acceso administrativo a \\SRVPWCSDSCI2T\C$"
"petersen.corp","SRVSQLCITAS01T","172.30.211.193","Microsoft Windows Server 2016 Standard","10.0.14393.0 (rs1_release.160715-1616)","08/05/2026","Ninguna/No detectada","09/06/2026 15:16","60:17:14","N/A"
"petersen.corp","SRVSQLTYS04T","172.30.211.40","Microsoft Windows Server 2019 Standard","10.0.17763.7671 (WinBuild.160101.0800)","10/12/2025","Ninguna/No detectada","22/05/2026 14:47","493:46:48","N/A"
